"Compatibility","EXPA","EXPB","Shape","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color1","color2","color3","color4","color_backend","compensation","coordinates","correct","correct_Target_response","correct_response","count_Block_Break","count_Block_EXPERIMENT_A","count_Block_EXPERIMENT_B","count_Block_Parctice_B","count_Block_Practice_A","count_Block_reset_EXPERIMENT_A","count_Block_reset_EXPERIMENT_B","count_Block_reset_Practice_A","count_Block_reset_Practice_B","count_Break","count_Decide_Color","count_EXPERIMENT_A","count_EXPERIMENT_B","count_EXP_A","count_EXP_B","count_Initial","count_Intertrial","count_Practice_A","count_Practice_B","count_Prepare","count_Prepare_circle_compatible","count_Prepare_circle_incompatible","count_Prepare_rect_compatible","count_Prepare_rect_incompatible","count_Procedure_Ins01","count_Procedure_Ins02","count_Procedure_Ins03","count_Ready","count_Response_Ins","count_Select_Experiment","count_Target","count_Target_circle_compatible","count_Target_circle_incompatible","count_Target_rect_compatible","count_Target_rect_incompatible","count_Target_response","count_Target_response_BadResponse","count_Target_response_Correct","count_Target_response_Wrong","count_Target_response_logger","count_Title","count_Trial","count_Trial_EXPERIMENT_A","count_Trial_EXPERIMENT_B","count_Trial_Practice_A","count_Trial_Practice_B","count_experiment","datetime","description","font_bold","font_family","font_italic","font_size","foreground","form_response","height","keyboard_backend","logfile","mouse_backend","opensesame_codename","opensesame_version","practice","repeat_cycle","response","response_Block_Break","response_Break","response_Procedure_Ins01","response_Procedure_Ins02","response_Procedure_Ins03","response_Ready","response_Response_Ins","response_Target_response","response_Title","response_time","response_time_Block_Break","response_time_Break","response_time_Procedure_Ins01","response_time_Procedure_Ins02","response_time_Procedure_Ins03","response_time_Ready","response_time_Response_Ins","response_time_Target_response","response_time_Title","sampler_backend","soa","start","subject_nr","subject_parity","time_Block_Break","time_Block_EXPERIMENT_A","time_Block_EXPERIMENT_B","time_Block_Parctice_B","time_Block_Practice_A","time_Block_reset_EXPERIMENT_A","time_Block_reset_EXPERIMENT_B","time_Block_reset_Practice_A","time_Block_reset_Practice_B","time_Break","time_Decide_Color","time_EXPERIMENT_A","time_EXPERIMENT_B","time_EXP_A","time_EXP_B","time_Initial","time_Intertrial","time_Practice_A","time_Practice_B","time_Prepare","time_Prepare_circle_compatible","time_Prepare_circle_incompatible","time_Prepare_rect_compatible","time_Prepare_rect_incompatible","time_Procedure_Ins01","time_Procedure_Ins02","time_Procedure_Ins03","time_Ready","time_Response_Ins","time_Select_Experiment","time_Target","time_Target_circle_compatible","time_Target_circle_incompatible","time_Target_rect_compatible","time_Target_rect_incompatible","time_Target_response","time_Target_response_BadResponse","time_Target_response_Correct","time_Target_response_Wrong","time_Target_response_logger","time_Title","time_Trial","time_Trial_EXPERIMENT_A","time_Trial_EXPERIMENT_B","time_Trial_Practice_A","time_Trial_Practice_B","time_experiment","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"n","no","yes","circle","90.9090909091","90.9090909091","817","817","black","no","xpyriment","legacy","green","blue","yellow","red","legacy","0","uniform","1","1","z","1","NA","NA","0","NA","NA","NA","NA","0","NA","10","0","0","0","0","10","10","0","0","10","10","10","10","10","0","0","0","0","0","0","10","10","10","10","10","10","10","10","10","10","0","10","NA","NA","NA","0","0","12/30/15 00:31:36","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:\Users\Evonne\Desktop\test\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","space","space","/","space","space","z","space","635","NA","NA","1131","1056","1079","889","6039","635","1844","legacy","0","experiment","999","odd","NA","NA","NA","70489","NA","NA","NA","NA","NA","NA","152400","NA","NA","NA","70455","154139","152607","NA","70455","155139","100311","155143","139822","116197","66279","67417","68479","69563","60234","9635","155144","100818","155148","139827","116701","155149","NA","155798","133366","155898","58336","152399","NA","NA","NA","70490","9461","Hommel2002EXP01","10","8995","11","yes","1024"
"y","no","yes","circle","91.6666666667","91.6666666667","816","816","black","no","xpyriment","legacy","yellow","blue","green","red","legacy","0","uniform","1","1","z","1","NA","NA","0","NA","NA","NA","NA","0","NA","11","0","0","0","0","11","11","0","0","11","11","11","11","11","0","0","0","0","0","0","11","11","11","11","11","11","11","11","11","11","0","11","NA","NA","NA","0","0","12/30/15 00:31:36","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:\Users\Evonne\Desktop\test\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","space","space","/","space","space","z","space","805","NA","NA","1131","1056","1079","889","6039","805","1844","legacy","500","experiment","999","odd","NA","NA","NA","70489","NA","NA","NA","NA","NA","NA","159506","NA","NA","NA","70455","161267","159732","NA","70455","162268","162272","155143","139822","116197","66279","67417","68479","69563","60234","9635","162773","162778","155148","139827","116701","162778","NA","163597","133366","163699","58336","159505","NA","NA","NA","70490","9461","Hommel2002EXP01","11","9800","12","yes","1024"
"y","no","yes","circle","92.3076923077","92.3076923077","826","826","black","no","xpyriment","legacy","green","yellow","blue","red","legacy","0","uniform","1","1","z","1","NA","NA","0","NA","NA","NA","NA","0","NA","12","0","0","0","0","12","12","0","0","12","12","12","12","12","0","0","0","0","0","0","12","12","12","12","12","12","12","12","12","12","0","12","NA","NA","NA","0","0","12/30/15 00:31:36","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:\Users\Evonne\Desktop\test\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","space","space","/","space","space","z","space","947","NA","NA","1131","1056","1079","889","6039","947","1844","legacy","0","experiment","999","odd","NA","NA","NA","70489","NA","NA","NA","NA","NA","NA","167759","NA","NA","NA","70455","169585","168075","NA","70455","170586","170590","155143","139822","116197","66279","67417","68479","69563","60234","9635","170591","170595","155148","139827","116701","170596","NA","171550","133366","171650","58336","167758","NA","NA","NA","70490","9461","Hommel2002EXP01","12","10747","13","yes","1024"
"y","no","yes","circle","92.8571428571","92.8571428571","822","822","black","no","xpyriment","legacy","yellow","blue","green","red","legacy","0","uniform","1","1","z","1","NA","NA","0","NA","NA","NA","NA","0","NA","13","0","0","0","0","13","13","0","0","13","13","13","13","13","0","0","0","0","0","0","13","13","13","13","13","13","13","13","13","13","0","13","NA","NA","NA","0","0","12/30/15 00:31:36","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:\Users\Evonne\Desktop\test\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","space","space","/","space","space","z","space","768","NA","NA","1131","1056","1079","889","6039","768","1844","legacy","0","experiment","999","odd","NA","NA","NA","70489","NA","NA","NA","NA","NA","NA","175227","NA","NA","NA","70455","176890","175357","NA","70455","177891","177896","155143","139822","116197","66279","67417","68479","69563","60234","9635","177897","177901","155148","139827","116701","177902","NA","178678","133366","178778","58336","175226","NA","NA","NA","70490","9461","Hommel2002EXP01","13","11515","14","yes","1024"
"n","no","yes","rect","93.3333333333","93.3333333333","826","826","black","no","xpyriment","legacy","green","yellow","blue","red","legacy","0","uniform","1","1","/","1","NA","NA","0","NA","NA","NA","NA","0","NA","14","0","0","0","0","14","14","0","0","14","14","14","14","14","0","0","0","0","0","0","14","14","14","14","14","14","14","14","14","14","0","14","NA","NA","NA","0","0","12/30/15 00:31:36","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:\Users\Evonne\Desktop\test\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.2","yes","0","/","NA","NA","space","space","/","space","space","/","space","879","NA","NA","1131","1056","1079","889","6039","879","1844","legacy","0","experiment","999","odd","NA","NA","NA","70489","NA","NA","NA","NA","NA","NA","182391","NA","NA","NA","70455","184057","182528","NA","70455","185057","177896","155143","139822","185061","66279","67417","68479","69563","60234","9635","185062","177901","155148","139827","185068","185069","NA","185966","133366","186067","58336","182390","NA","NA","NA","70490","9461","Hommel2002EXP01","14","12394","15","yes","1024"
"n","no","yes","rect","93.75","93.75","823","823","black","no","xpyriment","legacy","green","red","yellow","blue","legacy","0","uniform","1","1","/","1","NA","NA","0","NA","NA","NA","NA","0","NA","15","0","0","0","0","15","15","0","0","15","15","15","15","15","0","0","0","0","0","0","15","15","15","15","15","15","15","15","15","15","0","15","NA","NA","NA","0","0","12/30/15 00:31:36","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:\Users\Evonne\Desktop\test\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.2","yes","0","/","NA","NA","space","space","/","space","space","/","space","774","NA","NA","1131","1056","1079","889","6039","774","1844","legacy","0","experiment","999","odd","NA","NA","NA","70489","NA","NA","NA","NA","NA","NA","189742","NA","NA","NA","70455","191485","189954","NA","70455","192486","177896","155143","139822","192490","66279","67417","68479","69563","60234","9635","192491","177901","155148","139827","192496","192497","NA","193277","133366","193378","58336","189741","NA","NA","NA","70490","9461","Hommel2002EXP01","15","13168","16","yes","1024"
"y","no","yes","rect","100","100","563","563","black","no","xpyriment","legacy","green","yellow","red","blue","legacy","0","uniform","1","1","/","1","NA","NA","1","NA","NA","NA","NA","1","NA","16","0","0","0","0","16","16","0","0","16","16","16","16","16","0","0","0","0","0","0","16","16","16","16","16","16","16","16","16","16","0","16","NA","NA","NA","1","0","12/30/15 00:31:36","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:\Users\Evonne\Desktop\test\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.2","yes","0","/","NA","NA","space","space","/","space","space","/","space","563","NA","NA","1131","1056","1079","889","6039","563","1844","legacy","500","experiment","999","odd","NA","NA","NA","193418","NA","NA","NA","NA","NA","NA","197083","NA","NA","NA","70455","198839","197311","NA","70455","199839","177896","155143","199843","192490","66279","67417","68479","69563","60234","9635","200344","177901","155148","200349","192496","200349","NA","200925","133366","201026","58336","197082","NA","NA","NA","193419","9461","Hommel2002EXP01","1","563","1","yes","1024"
"y","no","yes","circle","100","100","629","629","black","no","xpyriment","legacy","yellow","red","green","blue","legacy","0","uniform","1","1","z","1","NA","NA","1","NA","NA","NA","NA","1","NA","17","0","0","0","0","17","17","0","0","17","17","17","17","17","0","0","0","0","0","0","17","17","17","17","17","17","17","17","17","17","0","17","NA","NA","NA","1","0","12/30/15 00:31:36","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:\Users\Evonne\Desktop\test\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","space","space","/","space","space","z","space","695","NA","NA","1131","1056","1079","889","6039","695","1844","legacy","0","experiment","999","odd","NA","NA","NA","193418","NA","NA","NA","NA","NA","NA","204505","NA","NA","NA","70455","206320","204787","NA","70455","207320","207325","155143","199843","192490","66279","67417","68479","69563","60234","9635","207326","207331","155148","200349","192496","207332","NA","208035","133366","208135","58336","204504","NA","NA","NA","193419","9461","Hommel2002EXP01","2","1258","2","yes","1024"
"n","no","yes","circle","100","100","694","694","black","no","xpyriment","legacy","yellow","blue","red","green","legacy","0","uniform","1","1","z","1","NA","NA","1","NA","NA","NA","NA","1","NA","18","0","0","0","0","18","18","0","0","18","18","18","18","18","0","0","0","0","0","0","18","18","18","18","18","18","18","18","18","18","0","18","NA","NA","NA","1","0","12/30/15 00:31:36","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:\Users\Evonne\Desktop\test\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","space","space","/","space","space","z","space","826","NA","NA","1131","1056","1079","889","6039","826","1844","legacy","0","experiment","999","odd","NA","NA","NA","193418","NA","NA","NA","NA","NA","NA","212185","NA","NA","NA","70455","213952","212403","NA","70455","214953","207325","214959","199843","192490","66279","67417","68479","69563","60234","9635","214960","207331","214965","200349","192496","214968","NA","215804","133366","215904","58336","212184","NA","NA","NA","193419","9461","Hommel2002EXP01","3","2084","3","yes","1024"
"n","no","yes","rect","100","100","920","920","black","no","xpyriment","legacy","red","yellow","green","blue","legacy","0","uniform","1","1","/","1","NA","NA","1","NA","NA","NA","NA","1","NA","19","0","0","0","0","19","19","0","0","19","19","19","19","19","0","0","0","0","0","0","19","19","19","19","19","19","19","19","19","19","0","19","NA","NA","NA","1","0","12/30/15 00:31:36","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:\Users\Evonne\Desktop\test\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.2","yes","0","/","NA","NA","space","space","/","space","space","/","space","1599","NA","NA","1131","1056","1079","889","6039","1599","1844","legacy","500","experiment","999","odd","NA","NA","NA","193418","NA","NA","NA","NA","NA","NA","219529","NA","NA","NA","70455","221277","219740","NA","70455","222278","207325","214959","199843","222284","66279","67417","68479","69563","60234","9635","222784","207331","214965","200349","222789","222790","NA","224404","133366","224505","58336","219529","NA","NA","NA","193419","9461","Hommel2002EXP01","4","3683","4","yes","1024"
"n","no","yes","circle","100","100","867","867","black","no","xpyriment","legacy","yellow","blue","green","red","legacy","0","uniform","1","1","z","1","NA","NA","1","NA","NA","NA","NA","1","NA","20","0","0","0","0","20","20","0","0","20","20","20","20","20","0","0","0","0","0","0","20","20","20","20","20","20","20","20","20","20","0","20","NA","NA","NA","1","0","12/30/15 00:31:36","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:\Users\Evonne\Desktop\test\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","space","space","/","space","space","z","space","652","NA","NA","1131","1056","1079","889","6039","652","1844","legacy","500","experiment","999","odd","NA","NA","NA","193418","NA","NA","NA","NA","NA","NA","228297","NA","NA","NA","70455","229982","228447","NA","70455","230983","207325","230987","199843","222284","66279","67417","68479","69563","60234","9635","231487","207331","231492","200349","222789","231492","NA","232157","133366","232258","58336","228296","NA","NA","NA","193419","9461","Hommel2002EXP01","5","4335","5","yes","1024"
