"Compatibility","EXPA","EXPB","Shape","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color1","color2","color3","color4","color_backend","compensation","coordinates","correct","correct_Target_response","correct_response","count_Block_Break","count_Block_EXPERIMENT_A","count_Block_EXPERIMENT_B","count_Block_Parctice_B","count_Block_Practice_A","count_Block_reset_EXPERIMENT_A","count_Block_reset_EXPERIMENT_B","count_Block_reset_Practice_A","count_Block_reset_Practice_B","count_Break","count_Decide_Color","count_EXPERIMENT_A","count_EXPERIMENT_B","count_EXP_A","count_EXP_B","count_Initial","count_Intertrial","count_Practice_A","count_Practice_B","count_Prepare","count_Prepare_circle_compatible","count_Prepare_circle_incompatible","count_Prepare_rect_compatible","count_Prepare_rect_incompatible","count_Procedure_Ins01","count_Procedure_Ins02","count_Procedure_Ins03","count_Ready","count_Response_Ins","count_Select_Experiment","count_Target","count_Target_circle_compatible","count_Target_circle_incompatible","count_Target_rect_compatible","count_Target_rect_incompatible","count_Target_response","count_Target_response_BadResponse","count_Target_response_Correct","count_Target_response_Wrong","count_Target_response_logger","count_Title","count_Trial","count_Trial_EXPERIMENT_A","count_Trial_EXPERIMENT_B","count_Trial_Practice_A","count_Trial_Practice_B","count_experiment","datetime","description","font_bold","font_family","font_italic","font_size","foreground","form_response","height","keyboard_backend","logfile","mouse_backend","opensesame_codename","opensesame_version","practice","repeat_cycle","response","response_Block_Break","response_Break","response_Procedure_Ins01","response_Procedure_Ins02","response_Procedure_Ins03","response_Ready","response_Response_Ins","response_Target_response","response_Title","response_time","response_time_Block_Break","response_time_Break","response_time_Procedure_Ins01","response_time_Procedure_Ins02","response_time_Procedure_Ins03","response_time_Ready","response_time_Response_Ins","response_time_Target_response","response_time_Title","sampler_backend","soa","start","subject_nr","subject_parity","time_Block_Break","time_Block_EXPERIMENT_A","time_Block_EXPERIMENT_B","time_Block_Parctice_B","time_Block_Practice_A","time_Block_reset_EXPERIMENT_A","time_Block_reset_EXPERIMENT_B","time_Block_reset_Practice_A","time_Block_reset_Practice_B","time_Break","time_Decide_Color","time_EXPERIMENT_A","time_EXPERIMENT_B","time_EXP_A","time_EXP_B","time_Initial","time_Intertrial","time_Practice_A","time_Practice_B","time_Prepare","time_Prepare_circle_compatible","time_Prepare_circle_incompatible","time_Prepare_rect_compatible","time_Prepare_rect_incompatible","time_Procedure_Ins01","time_Procedure_Ins02","time_Procedure_Ins03","time_Ready","time_Response_Ins","time_Select_Experiment","time_Target","time_Target_circle_compatible","time_Target_circle_incompatible","time_Target_rect_compatible","time_Target_rect_incompatible","time_Target_response","time_Target_response_BadResponse","time_Target_response_Correct","time_Target_response_Wrong","time_Target_response_logger","time_Title","time_Trial","time_Trial_EXPERIMENT_A","time_Trial_EXPERIMENT_B","time_Trial_Practice_A","time_Trial_Practice_B","time_experiment","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"n","yes","no","circle","90.9090909091","90.9090909091","947","947","black","no","xpyriment","legacy","blue","yellow","red","green","legacy","0","uniform","1","1","z","1","NA","NA","NA","0","NA","NA","0","NA","NA","10","0","0","0","0","10","10","0","0","10","10","10","10","10","0","0","0","0","0","0","10","10","10","10","10","10","10","10","10","10","0","10","NA","NA","0","NA","0","01/01/16 11:46:17","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-1.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","space","space","/","space","space","z","space","529","NA","NA","4112","8635","2222","21644","8606","529","1775","legacy","1500","experiment","1","odd","NA","NA","NA","NA","81505","NA","NA","NA","NA","NA","173635","NA","NA","81494","NA","175582","174080","81494","NA","176583","150123","176586","159600","168257","44853","48982","57622","59849","36243","6021","178086","151627","178089","159604","168760","178090","NA","178625","161255","178725","34423","173635","NA","NA","81505","NA","5929","Hommel2002EXP01","10","10424","11","yes","1024"
"n","yes","no","circle","91.6666666667","91.6666666667","942","942","black","no","xpyriment","legacy","red","yellow","green","blue","legacy","0","uniform","1","1","z","1","NA","NA","NA","0","NA","NA","0","NA","NA","11","0","0","0","0","11","11","0","0","11","11","11","11","11","0","0","0","0","0","0","11","11","11","11","11","11","11","11","11","11","0","11","NA","NA","0","NA","0","01/01/16 11:46:17","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-1.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","space","space","/","space","space","z","space","886","NA","NA","4112","8635","2222","21644","8606","886","1775","legacy","1000","experiment","1","odd","NA","NA","NA","NA","81505","NA","NA","NA","NA","NA","182480","NA","NA","81494","NA","184160","182612","81494","NA","185161","150123","185164","159600","168257","44853","48982","57622","59849","36243","6021","186164","151627","186167","159604","168760","186168","NA","187059","161255","187160","34423","182479","NA","NA","81505","NA","5929","Hommel2002EXP01","11","11310","12","yes","1024"
"y","yes","no","circle","92.3076923077","92.3076923077","941","941","black","no","xpyriment","legacy","green","red","yellow","blue","legacy","0","uniform","1","1","z","1","NA","NA","NA","0","NA","NA","0","NA","NA","12","0","0","0","0","12","12","0","0","12","12","12","12","12","0","0","0","0","0","0","12","12","12","12","12","12","12","12","12","12","0","12","NA","NA","0","NA","0","01/01/16 11:46:17","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-1.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","space","space","/","space","space","z","space","923","NA","NA","4112","8635","2222","21644","8606","923","1775","legacy","500","experiment","1","odd","NA","NA","NA","NA","81505","NA","NA","NA","NA","NA","191335","NA","NA","81494","NA","193068","191522","81494","NA","194068","194072","185164","159600","168257","44853","48982","57622","59849","36243","6021","194572","194575","186167","159604","168760","194576","NA","195504","161255","195605","34423","191335","NA","NA","81505","NA","5929","Hommel2002EXP01","12","12233","13","yes","1024"
"y","yes","no","rect","92.8571428571","92.8571428571","930","930","black","no","xpyriment","legacy","blue","yellow","green","red","legacy","0","uniform","1","1","/","1","NA","NA","NA","0","NA","NA","0","NA","NA","13","0","0","0","0","13","13","0","0","13","13","13","13","13","0","0","0","0","0","0","13","13","13","13","13","13","13","13","13","13","0","13","NA","NA","0","NA","0","01/01/16 11:46:17","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-1.csv","xpyriment","Interactive Ising","3.0.2","yes","0","/","NA","NA","space","space","/","space","space","/","space","788","NA","NA","4112","8635","2222","21644","8606","788","1775","legacy","1000","experiment","1","odd","NA","NA","NA","NA","81505","NA","NA","NA","NA","NA","199893","NA","NA","81494","NA","201618","200068","81494","NA","202619","194072","185164","202622","168257","44853","48982","57622","59849","36243","6021","203623","194575","186167","203626","168760","203626","NA","204419","161255","204520","34423","199892","NA","NA","81505","NA","5929","Hommel2002EXP01","13","13021","14","yes","1024"
"y","yes","no","circle","93.3333333333","93.3333333333","917","917","black","no","xpyriment","legacy","blue","green","red","yellow","legacy","0","uniform","1","1","z","1","NA","NA","NA","0","NA","NA","0","NA","NA","14","0","0","0","0","14","14","0","0","14","14","14","14","14","0","0","0","0","0","0","14","14","14","14","14","14","14","14","14","14","0","14","NA","NA","0","NA","0","01/01/16 11:46:17","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-1.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","space","space","/","space","space","z","space","748","NA","NA","4112","8635","2222","21644","8606","748","1775","legacy","1500","experiment","1","odd","NA","NA","NA","NA","81505","NA","NA","NA","NA","NA","208770","NA","NA","81494","NA","210507","208960","81494","NA","211508","211511","185164","202622","168257","44853","48982","57622","59849","36243","6021","213011","213014","186167","203626","168760","213015","NA","213768","161255","213869","34423","208769","NA","NA","81505","NA","5929","Hommel2002EXP01","14","13769","15","yes","1024"
"y","yes","no","rect","93.75","93.75","911","911","black","no","xpyriment","legacy","blue","red","green","yellow","legacy","0","uniform","1","1","/","1","NA","NA","NA","0","NA","NA","0","NA","NA","15","0","0","0","0","15","15","0","0","15","15","15","15","15","0","0","0","0","0","0","15","15","15","15","15","15","15","15","15","15","0","15","NA","NA","0","NA","0","01/01/16 11:46:17","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-1.csv","xpyriment","Interactive Ising","3.0.2","yes","0","/","NA","NA","space","space","/","space","space","/","space","817","NA","NA","4112","8635","2222","21644","8606","817","1775","legacy","1500","experiment","1","odd","NA","NA","NA","NA","81505","NA","NA","NA","NA","NA","218157","NA","NA","81494","NA","219969","218418","81494","NA","220970","211511","185164","220974","168257","44853","48982","57622","59849","36243","6021","222474","213014","186167","222477","168760","222477","NA","223299","161255","223400","34423","218156","NA","NA","81505","NA","5929","Hommel2002EXP01","15","14586","16","yes","1024"
"n","yes","no","circle","94.1176470588","94.1176470588","904","904","black","no","xpyriment","legacy","green","blue","yellow","red","legacy","0","uniform","1","1","z","1","NA","NA","NA","0","NA","NA","0","NA","NA","16","0","0","0","0","16","16","0","0","16","16","16","16","16","0","0","0","0","0","0","16","16","16","16","16","16","16","16","16","16","0","16","NA","NA","0","NA","0","01/01/16 11:46:17","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-1.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","space","space","/","space","space","z","space","794","NA","NA","4112","8635","2222","21644","8606","794","1775","legacy","1000","experiment","1","odd","NA","NA","NA","NA","81505","NA","NA","NA","NA","NA","227466","NA","NA","81494","NA","229405","227902","81494","NA","230406","211511","230409","220974","168257","44853","48982","57622","59849","36243","6021","231409","213014","231412","222477","168760","231413","NA","232213","161255","232313","34423","227466","NA","NA","81505","NA","5929","Hommel2002EXP01","16","15380","17","yes","1024"
"y","yes","no","circle","94.4444444444","94.4444444444","926","926","black","no","xpyriment","legacy","green","red","blue","yellow","legacy","0","uniform","1","1","z","1","NA","NA","NA","0","NA","NA","0","NA","NA","17","0","0","0","0","17","17","0","0","17","17","17","17","17","0","0","0","0","0","0","17","17","17","17","17","17","17","17","17","17","0","17","NA","NA","0","NA","0","01/01/16 11:46:17","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-1.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","space","space","/","space","space","z","space","1289","NA","NA","4112","8635","2222","21644","8606","1289","1775","legacy","0","experiment","1","odd","NA","NA","NA","NA","81505","NA","NA","NA","NA","NA","235872","NA","NA","81494","NA","237571","236024","81494","NA","238572","238575","230409","220974","168257","44853","48982","57622","59849","36243","6021","238576","238579","231412","222477","168760","238580","NA","239874","161255","239974","34423","235871","NA","NA","81505","NA","5929","Hommel2002EXP01","17","16669","18","yes","1024"
"y","yes","no","circle","94.7368421053","94.7368421053","931","931","black","no","xpyriment","legacy","red","green","blue","yellow","legacy","0","uniform","1","1","z","1","NA","NA","NA","0","NA","NA","0","NA","NA","18","0","0","0","0","18","18","0","0","18","18","18","18","18","0","0","0","0","0","0","18","18","18","18","18","18","18","18","18","18","0","18","NA","NA","0","NA","0","01/01/16 11:46:17","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-1.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","space","space","/","space","space","z","space","1033","NA","NA","4112","8635","2222","21644","8606","1033","1775","legacy","0","experiment","1","odd","NA","NA","NA","NA","81505","NA","NA","NA","NA","NA","243873","NA","NA","81494","NA","245624","244075","81494","NA","246624","246627","230409","220974","168257","44853","48982","57622","59849","36243","6021","246628","246631","231412","222477","168760","246631","NA","247669","161255","247769","34423","243872","NA","NA","81505","NA","5929","Hommel2002EXP01","18","17702","19","yes","1024"
"n","yes","no","circle","95","95","938","938","black","no","xpyriment","legacy","yellow","red","blue","green","legacy","0","uniform","1","1","z","1","NA","NA","NA","0","NA","NA","0","NA","NA","19","0","0","0","0","19","19","0","0","19","19","19","19","19","0","0","0","0","0","0","19","19","19","19","19","19","19","19","19","19","0","19","NA","NA","0","NA","0","01/01/16 11:46:17","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-1.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","space","space","/","space","space","z","space","1069","NA","NA","4112","8635","2222","21644","8606","1069","1775","legacy","0","experiment","1","odd","NA","NA","NA","NA","81505","NA","NA","NA","NA","NA","251909","NA","NA","81494","NA","253610","252062","81494","NA","254610","246627","254613","220974","168257","44853","48982","57622","59849","36243","6021","254614","246631","254616","222477","168760","254617","NA","255691","161255","255792","34423","251909","NA","NA","81505","NA","5929","Hommel2002EXP01","19","18771","20","yes","1024"
"y","yes","no","rect","90.4761904762","90.4761904762","931","931","black","no","xpyriment","legacy","yellow","blue","green","red","legacy","0","uniform","0","0","/","1","NA","NA","NA","0","NA","NA","0","NA","NA","20","0","0","0","0","20","20","0","0","20","20","20","20","20","0","0","0","0","0","0","20","20","20","20","20","20","20","20","20","20","0","20","NA","NA","0","NA","0","01/01/16 11:46:17","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-1.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","space","space","/","space","space","z","space","785","NA","NA","4112","8635","2222","21644","8606","785","1775","legacy","1000","experiment","1","odd","NA","NA","NA","NA","81505","NA","NA","NA","NA","NA","260107","NA","NA","81494","NA","261871","260326","81494","NA","262871","246627","254613","262874","168257","44853","48982","57622","59849","36243","6021","263874","246631","254616","263879","168760","263880","NA","255691","264672","264772","34423","260107","NA","NA","81505","NA","5929","Hommel2002EXP01","19","19556","21","yes","1024"
