"Compatibility","EXPA","EXPB","Shape","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color1","color2","color3","color4","color_backend","compensation","coordinates","correct","correct_Target_response","correct_response","count_Block_Break","count_Block_EXPERIMENT_A","count_Block_EXPERIMENT_B","count_Block_Parctice_B","count_Block_Practice_A","count_Block_reset_EXPERIMENT_A","count_Block_reset_EXPERIMENT_B","count_Block_reset_Practice_A","count_Block_reset_Practice_B","count_Break","count_Decide_Color","count_EXPERIMENT_A","count_EXPERIMENT_B","count_EXP_A","count_EXP_B","count_Initial","count_Intertrial","count_Practice_A","count_Practice_B","count_Prepare","count_Prepare_circle_compatible","count_Prepare_circle_incompatible","count_Prepare_rect_compatible","count_Prepare_rect_incompatible","count_Procedure_Ins01","count_Procedure_Ins02","count_Procedure_Ins03","count_Ready","count_Response_Ins","count_Select_Experiment","count_Target","count_Target_circle_compatible","count_Target_circle_incompatible","count_Target_rect_compatible","count_Target_rect_incompatible","count_Target_response","count_Target_response_BadResponse","count_Target_response_Correct","count_Target_response_Wrong","count_Target_response_logger","count_Title","count_Trial","count_Trial_EXPERIMENT_A","count_Trial_EXPERIMENT_B","count_Trial_Practice_A","count_Trial_Practice_B","count_experiment","datetime","description","font_bold","font_family","font_italic","font_size","foreground","form_response","height","keyboard_backend","logfile","mouse_backend","opensesame_codename","opensesame_version","practice","repeat_cycle","response","response_Block_Break","response_Break","response_Procedure_Ins01","response_Procedure_Ins02","response_Procedure_Ins03","response_Ready","response_Response_Ins","response_Target_response","response_Title","response_time","response_time_Block_Break","response_time_Break","response_time_Procedure_Ins01","response_time_Procedure_Ins02","response_time_Procedure_Ins03","response_time_Ready","response_time_Response_Ins","response_time_Target_response","response_time_Title","sampler_backend","soa","start","subject_nr","subject_parity","time_Block_Break","time_Block_EXPERIMENT_A","time_Block_EXPERIMENT_B","time_Block_Parctice_B","time_Block_Practice_A","time_Block_reset_EXPERIMENT_A","time_Block_reset_EXPERIMENT_B","time_Block_reset_Practice_A","time_Block_reset_Practice_B","time_Break","time_Decide_Color","time_EXPERIMENT_A","time_EXPERIMENT_B","time_EXP_A","time_EXP_B","time_Initial","time_Intertrial","time_Practice_A","time_Practice_B","time_Prepare","time_Prepare_circle_compatible","time_Prepare_circle_incompatible","time_Prepare_rect_compatible","time_Prepare_rect_incompatible","time_Procedure_Ins01","time_Procedure_Ins02","time_Procedure_Ins03","time_Ready","time_Response_Ins","time_Select_Experiment","time_Target","time_Target_circle_compatible","time_Target_circle_incompatible","time_Target_rect_compatible","time_Target_rect_incompatible","time_Target_response","time_Target_response_BadResponse","time_Target_response_Correct","time_Target_response_Wrong","time_Target_response_logger","time_Title","time_Trial","time_Trial_EXPERIMENT_A","time_Trial_EXPERIMENT_B","time_Trial_Practice_A","time_Trial_Practice_B","time_experiment","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"n","no","yes","rect","90.9090909091","90.9090909091","1132","1132","black","no","xpyriment","legacy","red","blue","yellow","green","legacy","0","uniform","1","1","/","1","NA","NA","0","NA","NA","NA","NA","0","NA","10","0","0","0","0","10","10","0","0","10","10","10","10","10","0","0","0","0","0","0","10","10","10","10","10","10","10","10","10","10","0","10","NA","NA","NA","0","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","/","NA","NA","/","space","/","/","/","/","space","1090","NA","NA","3046","3539","9133","9036","2899","1090","35386","legacy","0","experiment","1","odd","NA","NA","NA","232464","NA","NA","NA","NA","NA","NA","320750","NA","NA","NA","232454","322553","321008","NA","232454","323553","307826","299074","282437","323557","207677","210730","214276","223416","204752","9878","323558","307830","299578","282941","323561","323562","259519","324658","259416","324758","169214","320750","NA","NA","NA","232465","9702","Hommel2002EXP01","10","12460","11","yes","1024"
"y","no","yes","rect","91.6666666667","91.6666666667","1126","1126","black","no","xpyriment","legacy","green","yellow","blue","red","legacy","0","uniform","1","1","/","1","NA","NA","0","NA","NA","NA","NA","0","NA","11","0","0","0","0","11","11","0","0","11","11","11","11","11","0","0","0","0","0","0","11","11","11","11","11","11","11","11","11","11","0","11","NA","NA","NA","0","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","/","NA","NA","/","space","/","/","/","/","space","1057","NA","NA","3046","3539","9133","9036","2899","1057","35386","legacy","0","experiment","1","odd","NA","NA","NA","232464","NA","NA","NA","NA","NA","NA","328760","NA","NA","NA","232454","330594","329049","NA","232454","331595","307826","299074","331600","323557","207677","210730","214276","223416","204752","9878","331600","307830","299578","331605","323561","331605","259519","332669","259416","332769","169214","328759","NA","NA","NA","232465","9702","Hommel2002EXP01","11","13517","12","yes","1024"
"y","no","yes","rect","92.3076923077","92.3076923077","1115","1115","black","no","xpyriment","legacy","blue","red","yellow","green","legacy","0","uniform","1","1","/","1","NA","NA","0","NA","NA","NA","NA","0","NA","12","0","0","0","0","12","12","0","0","12","12","12","12","12","0","0","0","0","0","0","12","12","12","12","12","12","12","12","12","12","0","12","NA","NA","NA","0","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","/","NA","NA","/","space","/","/","/","/","space","990","NA","NA","3046","3539","9133","9036","2899","990","35386","legacy","0","experiment","1","odd","NA","NA","NA","232464","NA","NA","NA","NA","NA","NA","336616","NA","NA","NA","232454","338452","336903","NA","232454","339453","307826","299074","339457","323557","207677","210730","214276","223416","204752","9878","339457","307830","299578","339461","323561","339461","259519","340456","259416","340556","169214","336615","NA","NA","NA","232465","9702","Hommel2002EXP01","12","14507","13","yes","1024"
"n","no","yes","circle","92.8571428571","92.8571428571","1103","1103","black","no","xpyriment","legacy","red","blue","yellow","green","legacy","0","uniform","1","1","z","1","NA","NA","0","NA","NA","NA","NA","0","NA","13","0","0","0","0","13","13","0","0","13","13","13","13","13","0","0","0","0","0","0","13","13","13","13","13","13","13","13","13","13","0","13","NA","NA","NA","0","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","/","space","/","/","/","z","space","947","NA","NA","3046","3539","9133","9036","2899","947","35386","legacy","0","experiment","1","odd","NA","NA","NA","232464","NA","NA","NA","NA","NA","NA","344250","NA","NA","NA","232454","346075","344527","NA","232454","347075","307826","347078","339457","323557","207677","210730","214276","223416","204752","9878","347079","307830","347083","339461","323561","347083","259519","348036","259416","348136","169214","344249","NA","NA","NA","232465","9702","Hommel2002EXP01","13","15454","14","yes","1024"
"n","no","yes","circle","93.3333333333","93.3333333333","1095","1095","black","no","xpyriment","legacy","green","blue","red","yellow","legacy","0","uniform","1","1","z","1","NA","NA","0","NA","NA","NA","NA","0","NA","14","0","0","0","0","14","14","0","0","14","14","14","14","14","0","0","0","0","0","0","14","14","14","14","14","14","14","14","14","14","0","14","NA","NA","NA","0","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","/","space","/","/","/","z","space","983","NA","NA","3046","3539","9133","9036","2899","983","35386","legacy","0","experiment","1","odd","NA","NA","NA","232464","NA","NA","NA","NA","NA","NA","352029","NA","NA","NA","232454","353855","352306","NA","232454","354855","307826","354859","339457","323557","207677","210730","214276","223416","204752","9878","354859","307830","354863","339461","323561","354863","259519","355852","259416","355952","169214","352028","NA","NA","NA","232465","9702","Hommel2002EXP01","14","16437","15","yes","1024"
"n","no","yes","rect","93.75","93.75","1078","1078","black","no","xpyriment","legacy","green","blue","red","yellow","legacy","0","uniform","1","1","/","1","NA","NA","0","NA","NA","NA","NA","0","NA","15","0","0","0","0","15","15","0","0","15","15","15","15","15","0","0","0","0","0","0","15","15","15","15","15","15","15","15","15","15","0","15","NA","NA","NA","0","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","/","NA","NA","/","space","/","/","/","/","space","811","NA","NA","3046","3539","9133","9036","2899","811","35386","legacy","500","experiment","1","odd","NA","NA","NA","232464","NA","NA","NA","NA","NA","NA","360284","NA","NA","NA","232454","362225","360721","NA","232454","363225","307826","354859","339457","363229","207677","210730","214276","223416","204752","9878","363729","307830","354863","339461","363733","363733","259519","364550","259416","364650","169214","360284","NA","NA","NA","232465","9702","Hommel2002EXP01","15","17248","16","yes","1024"
"n","no","yes","circle","100","100","683","683","black","no","xpyriment","legacy","red","blue","green","yellow","legacy","0","uniform","1","1","z","1","NA","NA","1","NA","NA","NA","NA","1","NA","16","0","0","0","0","16","16","0","0","16","16","16","16","16","0","0","0","0","0","0","16","16","16","16","16","16","16","16","16","16","0","16","NA","NA","NA","1","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","/","space","/","/","/","z","space","683","NA","NA","3046","3539","9133","9036","2899","683","35386","legacy","500","experiment","1","odd","NA","NA","NA","364726","NA","NA","NA","NA","NA","NA","367931","NA","NA","NA","232454","369651","368105","NA","232454","370651","307826","370655","339457","363229","207677","210730","214276","223416","204752","9878","371155","307830","371159","339461","363733","371159","259519","371848","259416","371948","169214","367930","NA","NA","NA","364727","9702","Hommel2002EXP01","1","683","1","yes","1024"
"n","no","yes","circle","100","100","872","872","black","no","xpyriment","legacy","green","yellow","blue","red","legacy","0","uniform","1","1","z","1","NA","NA","1","NA","NA","NA","NA","1","NA","17","0","0","0","0","17","17","0","0","17","17","17","17","17","0","0","0","0","0","0","17","17","17","17","17","17","17","17","17","17","0","17","NA","NA","NA","1","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","/","space","/","/","/","z","space","1061","NA","NA","3046","3539","9133","9036","2899","1061","35386","legacy","500","experiment","1","odd","NA","NA","NA","364726","NA","NA","NA","NA","NA","NA","376001","NA","NA","NA","232454","377792","376245","NA","232454","378792","307826","378796","339457","363229","207677","210730","214276","223416","204752","9878","379296","307830","379300","339461","363733","379300","259519","380367","259416","380467","169214","376000","NA","NA","NA","364727","9702","Hommel2002EXP01","2","1744","2","yes","1024"
"n","no","yes","circle","100","100","915","915","black","no","xpyriment","legacy","blue","red","green","yellow","legacy","0","uniform","1","1","z","1","NA","NA","1","NA","NA","NA","NA","1","NA","18","0","0","0","0","18","18","0","0","18","18","18","18","18","0","0","0","0","0","0","18","18","18","18","18","18","18","18","18","18","0","18","NA","NA","NA","1","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","/","space","/","/","/","z","space","1002","NA","NA","3046","3539","9133","9036","2899","1002","35386","legacy","0","experiment","1","odd","NA","NA","NA","364726","NA","NA","NA","NA","NA","NA","384438","NA","NA","NA","232454","386240","384696","NA","232454","387241","307826","387244","339457","363229","207677","210730","214276","223416","204752","9878","387245","307830","387249","339461","363733","387249","259519","388256","259416","388357","169214","384438","NA","NA","NA","364727","9702","Hommel2002EXP01","3","2746","3","yes","1024"
"y","no","yes","circle","100","100","923","923","black","no","xpyriment","legacy","red","green","yellow","blue","legacy","0","uniform","1","1","z","1","NA","NA","1","NA","NA","NA","NA","1","NA","19","0","0","0","0","19","19","0","0","19","19","19","19","19","0","0","0","0","0","0","19","19","19","19","19","19","19","19","19","19","0","19","NA","NA","NA","1","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","/","space","/","/","/","z","space","948","NA","NA","3046","3539","9133","9036","2899","948","35386","legacy","500","experiment","1","odd","NA","NA","NA","364726","NA","NA","NA","NA","NA","NA","392409","NA","NA","NA","232454","394230","392685","NA","232454","395231","395235","387244","339457","363229","207677","210730","214276","223416","204752","9878","395735","395739","387249","339461","363733","395739","259519","396692","259416","396793","169214","392409","NA","NA","NA","364727","9702","Hommel2002EXP01","4","3694","4","yes","1024"
"n","no","yes","rect","100","100","892","892","black","no","xpyriment","legacy","blue","red","yellow","green","legacy","0","uniform","1","1","/","1","NA","NA","1","NA","NA","NA","NA","1","NA","20","0","0","0","0","20","20","0","0","20","20","20","20","20","0","0","0","0","0","0","20","20","20","20","20","20","20","20","20","20","0","20","NA","NA","NA","1","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","/","NA","NA","/","space","/","/","/","/","space","768","NA","NA","3046","3539","9133","9036","2899","768","35386","legacy","0","experiment","1","odd","NA","NA","NA","364726","NA","NA","NA","NA","NA","NA","400667","NA","NA","NA","232454","402491","400948","NA","232454","403491","395235","387244","339457","403496","207677","210730","214276","223416","204752","9878","403496","395739","387249","339461","403500","403500","259519","404274","259416","404374","169214","400666","NA","NA","NA","364727","9702","Hommel2002EXP01","5","4462","5","yes","1024"
