"Compatibility","EXPA","EXPB","Shape","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color1","color2","color3","color4","color_backend","compensation","coordinates","correct","correct_Target_response","correct_response","count_Block_Break","count_Block_EXPERIMENT_A","count_Block_EXPERIMENT_B","count_Block_Parctice_B","count_Block_Practice_A","count_Block_reset_EXPERIMENT_A","count_Block_reset_EXPERIMENT_B","count_Block_reset_Practice_A","count_Block_reset_Practice_B","count_Break","count_Decide_Color","count_EXPERIMENT_A","count_EXPERIMENT_B","count_EXP_A","count_EXP_B","count_Initial","count_Intertrial","count_Practice_A","count_Practice_B","count_Prepare","count_Prepare_circle_compatible","count_Prepare_circle_incompatible","count_Prepare_rect_compatible","count_Prepare_rect_incompatible","count_Procedure_Ins01","count_Procedure_Ins02","count_Procedure_Ins03","count_Ready","count_Response_Ins","count_Select_Experiment","count_Target","count_Target_circle_compatible","count_Target_circle_incompatible","count_Target_rect_compatible","count_Target_rect_incompatible","count_Target_response","count_Target_response_BadResponse","count_Target_response_Correct","count_Target_response_Wrong","count_Target_response_logger","count_Title","count_Trial","count_Trial_EXPERIMENT_A","count_Trial_EXPERIMENT_B","count_Trial_Practice_A","count_Trial_Practice_B","count_experiment","datetime","description","font_bold","font_family","font_italic","font_size","foreground","form_response","height","keyboard_backend","logfile","mouse_backend","opensesame_codename","opensesame_version","practice","repeat_cycle","response","response_Block_Break","response_Break","response_Procedure_Ins01","response_Procedure_Ins02","response_Procedure_Ins03","response_Ready","response_Response_Ins","response_Target_response","response_Title","response_time","response_time_Block_Break","response_time_Break","response_time_Procedure_Ins01","response_time_Procedure_Ins02","response_time_Procedure_Ins03","response_time_Ready","response_time_Response_Ins","response_time_Target_response","response_time_Title","sampler_backend","soa","start","subject_nr","subject_parity","time_Block_Break","time_Block_EXPERIMENT_A","time_Block_EXPERIMENT_B","time_Block_Parctice_B","time_Block_Practice_A","time_Block_reset_EXPERIMENT_A","time_Block_reset_EXPERIMENT_B","time_Block_reset_Practice_A","time_Block_reset_Practice_B","time_Break","time_Decide_Color","time_EXPERIMENT_A","time_EXPERIMENT_B","time_EXP_A","time_EXP_B","time_Initial","time_Intertrial","time_Practice_A","time_Practice_B","time_Prepare","time_Prepare_circle_compatible","time_Prepare_circle_incompatible","time_Prepare_rect_compatible","time_Prepare_rect_incompatible","time_Procedure_Ins01","time_Procedure_Ins02","time_Procedure_Ins03","time_Ready","time_Response_Ins","time_Select_Experiment","time_Target","time_Target_circle_compatible","time_Target_circle_incompatible","time_Target_rect_compatible","time_Target_rect_incompatible","time_Target_response","time_Target_response_BadResponse","time_Target_response_Correct","time_Target_response_Wrong","time_Target_response_logger","time_Title","time_Trial","time_Trial_EXPERIMENT_A","time_Trial_EXPERIMENT_B","time_Trial_Practice_A","time_Trial_Practice_B","time_experiment","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"n","yes","no","circle","90.9090909091","90.9090909091","994","994","black","no","xpyriment","legacy","yellow","blue","green","red","legacy","0","uniform","1","1","z","1","NA","NA","NA","0","NA","NA","0","NA","NA","10","0","0","0","0","10","10","0","0","10","10","10","10","10","0","0","0","0","0","0","10","10","10","10","10","10","10","10","10","10","0","10","NA","NA","0","NA","0","01/02/16 20:06:05","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-3.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","space","space","/","space","/","z","space","1268","NA","NA","5364","4819","1315","24654","2330","1268","1740","legacy","0","experiment","1","odd","NA","NA","NA","NA","80903","NA","NA","NA","NA","NA","171152","NA","NA","80892","NA","172857","171312","80892","NA","173857","138261","173860","164912","156803","44715","50095","54918","56237","42381","7506","173860","139765","173863","166634","157306","173864","NA","175137","88825","175237","40605","171151","NA","NA","80904","NA","7359","Hommel2002EXP01","10","10943","11","yes","1024"
"n","yes","no","circle","91.6666666667","91.6666666667","973","973","black","no","xpyriment","legacy","red","green","blue","yellow","legacy","0","uniform","1","1","z","1","NA","NA","NA","0","NA","NA","0","NA","NA","11","0","0","0","0","11","11","0","0","11","11","11","11","11","0","0","0","0","0","0","11","11","11","11","11","11","11","11","11","11","0","11","NA","NA","0","NA","0","01/02/16 20:06:05","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-3.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","space","space","/","space","/","z","space","739","NA","NA","5364","4819","1315","24654","2330","739","1740","legacy","1500","experiment","1","odd","NA","NA","NA","NA","80903","NA","NA","NA","NA","NA","179330","NA","NA","80892","NA","181109","179570","80892","NA","182110","138261","182113","164912","156803","44715","50095","54918","56237","42381","7506","183613","139765","183617","166634","157306","183617","NA","184362","88825","184462","40605","179330","NA","NA","80904","NA","7359","Hommel2002EXP01","11","11682","12","yes","1024"
"n","yes","no","rect","92.3076923077","92.3076923077","968","968","black","no","xpyriment","legacy","green","yellow","blue","red","legacy","0","uniform","1","1","/","1","NA","NA","NA","0","NA","NA","0","NA","NA","12","0","0","0","0","12","12","0","0","12","12","12","12","12","0","0","0","0","0","0","12","12","12","12","12","12","12","12","12","12","0","12","NA","NA","0","NA","0","01/02/16 20:06:05","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-3.csv","xpyriment","Interactive Ising","3.0.2","yes","0","/","NA","NA","space","space","/","space","/","/","space","912","NA","NA","5364","4819","1315","24654","2330","912","1740","legacy","1000","experiment","1","odd","NA","NA","NA","NA","80903","NA","NA","NA","NA","NA","188309","NA","NA","80892","NA","190124","188579","80892","NA","191124","138261","182113","164912","191127","44715","50095","54918","56237","42381","7506","192127","139765","183617","166634","192131","192131","NA","193048","88825","193148","40605","188308","NA","NA","80904","NA","7359","Hommel2002EXP01","12","12594","13","yes","1024"
"n","yes","no","circle","92.8571428571","92.8571428571","991","991","black","no","xpyriment","legacy","green","red","yellow","blue","legacy","0","uniform","1","1","z","1","NA","NA","NA","0","NA","NA","0","NA","NA","13","0","0","0","0","13","13","0","0","13","13","13","13","13","0","0","0","0","0","0","13","13","13","13","13","13","13","13","13","13","0","13","NA","NA","0","NA","0","01/02/16 20:06:05","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-3.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","space","space","/","space","/","z","space","1281","NA","NA","5364","4819","1315","24654","2330","1281","1740","legacy","500","experiment","1","odd","NA","NA","NA","NA","80903","NA","NA","NA","NA","NA","196838","NA","NA","80892","NA","198667","197122","80892","NA","199667","138261","199670","164912","191127","44715","50095","54918","56237","42381","7506","200170","139765","200173","166634","192131","200174","NA","201460","88825","201561","40605","196837","NA","NA","80904","NA","7359","Hommel2002EXP01","13","13875","14","yes","1024"
"y","yes","no","circle","93.3333333333","93.3333333333","993","993","black","no","xpyriment","legacy","blue","yellow","red","green","legacy","0","uniform","1","1","z","1","NA","NA","NA","0","NA","NA","0","NA","NA","14","0","0","0","0","14","14","0","0","14","14","14","14","14","0","0","0","0","0","0","14","14","14","14","14","14","14","14","14","14","0","14","NA","NA","0","NA","0","01/02/16 20:06:05","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-3.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","space","space","/","space","/","z","space","1025","NA","NA","5364","4819","1315","24654","2330","1025","1740","legacy","500","experiment","1","odd","NA","NA","NA","NA","80903","NA","NA","NA","NA","NA","205344","NA","NA","80892","NA","207174","205631","80892","NA","208174","208177","199670","164912","191127","44715","50095","54918","56237","42381","7506","208677","208680","200173","166634","192131","208681","NA","209711","88825","209811","40605","205343","NA","NA","80904","NA","7359","Hommel2002EXP01","14","14900","15","yes","1024"
"y","yes","no","rect","93.75","93.75","999","999","black","no","xpyriment","legacy","blue","green","red","yellow","legacy","0","uniform","1","1","/","1","NA","NA","NA","0","NA","NA","0","NA","NA","15","0","0","0","0","15","15","0","0","15","15","15","15","15","0","0","0","0","0","0","15","15","15","15","15","15","15","15","15","15","0","15","NA","NA","0","NA","0","01/02/16 20:06:05","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-3.csv","xpyriment","Interactive Ising","3.0.2","yes","0","/","NA","NA","space","space","/","space","/","/","space","1097","NA","NA","5364","4819","1315","24654","2330","1097","1740","legacy","1500","experiment","1","odd","NA","NA","NA","NA","80903","NA","NA","NA","NA","NA","213599","NA","NA","80892","NA","215429","213883","80892","NA","216429","208177","199670","216432","191127","44715","50095","54918","56237","42381","7506","217933","208680","200173","217936","192131","217936","NA","219038","88825","219138","40605","213598","NA","NA","80904","NA","7359","Hommel2002EXP01","15","15997","16","yes","1024"
"y","yes","no","circle","94.1176470588","94.1176470588","1050","1050","black","no","xpyriment","legacy","green","blue","yellow","red","legacy","0","uniform","1","1","z","1","NA","NA","NA","0","NA","NA","0","NA","NA","16","0","0","0","0","16","16","0","0","16","16","16","16","16","0","0","0","0","0","0","16","16","16","16","16","16","16","16","16","16","0","16","NA","NA","0","NA","0","01/02/16 20:06:05","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-3.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","space","space","/","space","/","z","space","1862","NA","NA","5364","4819","1315","24654","2330","1862","1740","legacy","0","experiment","1","odd","NA","NA","NA","NA","80903","NA","NA","NA","NA","NA","223201","NA","NA","80892","NA","225142","223640","80892","NA","226143","226146","199670","216432","191127","44715","50095","54918","56237","42381","7506","226146","226149","200173","217936","192131","226150","NA","228017","88825","228118","40605","223200","NA","NA","80904","NA","7359","Hommel2002EXP01","16","17859","17","yes","1024"
"n","yes","no","rect","94.4444444444","94.4444444444","1056","1056","black","no","xpyriment","legacy","green","blue","yellow","red","legacy","0","uniform","1","1","/","1","NA","NA","NA","0","NA","NA","0","NA","NA","17","0","0","0","0","17","17","0","0","17","17","17","17","17","0","0","0","0","0","0","17","17","17","17","17","17","17","17","17","17","0","17","NA","NA","0","NA","0","01/02/16 20:06:05","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-3.csv","xpyriment","Interactive Ising","3.0.2","yes","0","/","NA","NA","space","space","/","space","/","/","space","1163","NA","NA","5364","4819","1315","24654","2330","1163","1740","legacy","0","experiment","1","odd","NA","NA","NA","NA","80903","NA","NA","NA","NA","NA","231579","NA","NA","80892","NA","233291","231739","80892","NA","234292","226146","199670","216432","234295","44715","50095","54918","56237","42381","7506","234296","226149","200173","217936","234300","234300","NA","235470","88825","235570","40605","231578","NA","NA","80904","NA","7359","Hommel2002EXP01","17","19022","18","yes","1024"
"n","yes","no","circle","94.7368421053","94.7368421053","1049","1049","black","no","xpyriment","legacy","red","blue","green","yellow","legacy","0","uniform","1","1","z","1","NA","NA","NA","0","NA","NA","0","NA","NA","18","0","0","0","0","18","18","0","0","18","18","18","18","18","0","0","0","0","0","0","18","18","18","18","18","18","18","18","18","18","0","18","NA","NA","0","NA","0","01/02/16 20:06:05","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-3.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","space","space","/","space","/","z","space","912","NA","NA","5364","4819","1315","24654","2330","912","1740","legacy","500","experiment","1","odd","NA","NA","NA","NA","80903","NA","NA","NA","NA","NA","240090","NA","NA","80892","NA","241770","240230","80892","NA","242770","226146","242773","216432","234295","44715","50095","54918","56237","42381","7506","243273","226149","243276","217936","234300","243277","NA","244194","88825","244294","40605","240089","NA","NA","80904","NA","7359","Hommel2002EXP01","18","19934","19","yes","1024"
"y","yes","no","circle","95","95","1036","1036","black","no","xpyriment","legacy","blue","green","yellow","red","legacy","0","uniform","1","1","z","1","NA","NA","NA","0","NA","NA","0","NA","NA","19","0","0","0","0","19","19","0","0","19","19","19","19","19","0","0","0","0","0","0","19","19","19","19","19","19","19","19","19","19","0","19","NA","NA","0","NA","0","01/02/16 20:06:05","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-3.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","space","space","/","space","/","z","space","794","NA","NA","5364","4819","1315","24654","2330","794","1740","legacy","500","experiment","1","odd","NA","NA","NA","NA","80903","NA","NA","NA","NA","NA","248490","NA","NA","80892","NA","250180","248632","80892","NA","251180","251184","242773","216432","234295","44715","50095","54918","56237","42381","7506","251684","251688","243276","217936","234300","251689","NA","252489","88825","252590","40605","248490","NA","NA","80904","NA","7359","Hommel2002EXP01","19","20728","20","yes","1024"
"n","yes","no","circle","95.2380952381","95.2380952381","1027","1027","black","no","xpyriment","legacy","yellow","blue","green","red","legacy","0","uniform","1","1","z","1","NA","NA","NA","0","NA","NA","0","NA","NA","20","0","0","0","0","20","20","0","0","20","20","20","20","20","0","0","0","0","0","0","20","20","20","20","20","20","20","20","20","20","0","20","NA","NA","0","NA","0","01/02/16 20:06:05","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-3.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","NA","space","space","/","space","/","z","space","855","NA","NA","5364","4819","1315","24654","2330","855","1740","legacy","1000","experiment","1","odd","NA","NA","NA","NA","80903","NA","NA","NA","NA","NA","256736","NA","NA","80892","NA","258416","256881","80892","NA","259417","251184","259420","216432","234295","44715","50095","54918","56237","42381","7506","260421","251688","260424","217936","234300","260425","NA","261285","88825","261386","40605","256736","NA","NA","80904","NA","7359","Hommel2002EXP01","20","21583","21","yes","1024"
